name,discovery,description,species,distribution
Den. Sec. Macrocladium,Schlechter,"ma-kro-KLAD-i-um (click on the name to hear it spoken)
Tribe: Epidendreae
Subtribe: Dendrobiinae

The name is derived from macro meaning large and clados (klados) meaning twig or branch. These terrestrial orchids have tall, slender cane-like stems.The section Macrocladium is in the Subgenus Xerobium, which is described as plants with stems that are wiry, dry, and always slender. Some taxonomists have moved most of the species in this section to the Genus Cannaeorchis Clem. & Jones with one species Den. winika moved to the monotypic genus, Winika. The species in this section are terrestrial and are large branching plants which are ""bamboo-like"". They grow in low to moderate altitudes in areas of scrubland or at the edges of stunted forests, where there is high light and a marked seasonal variation. The stems are wiry, greatly elongated (4 to 5 meters) and branched. Leaves are narrow, and alternately arranged in two ranks along the length of the stem. The small to medium flowers are one to many on an inflorescence and are formed on the youngest growths. Lip is tri-lobed with several ridges along the surface and distinctive side lobes. The flowers have a prominent mentum. They are related to Section Kinetochilus and to the Genus Grastidium.

Culture: The culture in the data below are averages. For growing data for specific species, literature, such as Reference 1 & 2, are recommended.

Note: *Den. (syn. Winika) cunninghamii has been moved to a monotypic genus, Winika. It is questionable whether it belongs in Section Macrocladium since it is epiphytic or lithophytic, not terrestrial and is not endemic to New Caledonia, where all the other species of this section reside. It may properly be within Genus Dendrobium, but not in this section. It does, however, have slender canes, but much shorter than the four to five meters of the other species. This plant is difficult to grow and close attention should be made of its cultural requirements. Den. cunninghamii requires 34 to 48 degrees nighttime average and 49 to 66 degrees daytime average, with a diurnal range of 15 to 18 degrees.See Reference 2 for growing this species.", ,"The Section has 11 or 12 species: Den. sarcochilus, Den. sarcochilus var. megalorhizum, Den. polycladium, Den. polycladium var. atractoglossum, Den. cymatoleguum, Den. polycladium var. polycladium, Den. deplanchei, Den. verruciferum, *Den. (syn. Winika) cumminghamii, Den.. fractiflexum, Den.. steatoglossum, Den. vandifolium"
Den. Sec. Microphytanthe,Schlechter 1981,"mi-kro-FI-tan-thee (click on the name to hear it spoken)
Tribe: Epidendreae
Subtribe: Dendrobiinae

The Section Microphytanthe is in Subgenus Athecebium, which is described as plants without distinct sheaths at the the base. This is a small section occuring in moderate to high altitudes. They grow in montane rainforests on trunks or major branched of trees. Plants are small with creeping rhizomes, which are similar to bulbophyllums. Like bulbophyllums, they have single-node, well-spaced pseudobulbs and a single terminal leaf. As the name implies, although the flowers are small, they are quite large for the plant size and a mature, well-grown plant may have numerous flowers. The singular flowers form on the apex of the pseudobulbs and may be yellow, orange, or maroon. Flowers may last one to three weeks. Plants of this section are related to Section Lichenastrum.

Derived from mikros meaning tiny, phyton meaning plant and anthos meaning flower. Refers to relatively large flowers on small plants.

Culture: The culture in the data below are averages. For growing data for specific species, literature, such as Reference 1 & 2, are recommended.", ,"The Section has three species: Den. bulbophylloides, Den. margaretae and *Den. nummularia which is uncommon; plants are found at lower altitudes (below 1000 meters) than others of this section."
Den. Sec. Monanthos,Schlechter 1981,"mo-NAN-thos (click on the name to hear it spoken)
Tribe: Epidendreae
Subtribe: Dendrobiinae

Species in the Section Monanthos are epiphytic or sometimes lithophytic and grow in moist rainforests or cool cloud forests at low to moderate or higher altitudes. The section is most closely related to the Genus or Section Grastidium, but the flowers last several days whereas species in Grastidium last for only one day. This section is poorly known, relatively ignored and hard to identify since the flowers are very similar. Species have long, slender stems and form large clumps with very thick roots. Leaves are in two ranks along the length of the stems and have a large sheathing base. The single flowers form at the leaf axils and are typically small, cup-shaped and non-resupinate. The lip is three-lobed. Several taxonomists stated that the section may be much larger with many previously unrecorded species.

Derived from monos meaning one and anthos meaning flower. Refers to the plants having only one flower on an inflorescence.

Culture: There are many species in this section which range from low to relatively high altitudes. The culture in the data below are averages. For growing data for specific species, literature, such as Reference 1 & 2, are highly recommended.", ,"The Section has 23 or more species, including: Den. agrostophylloides, *Den. agrostophyllum, Den. bilobum, Den. corticicola, Den. crassinervium, Den. crenatilabre, Den. erectifolium, *Den. integrum, Den. isochiloides, Den. koordersii, Den. lamproglossum, Den. malbrownii, Den. obovatum, Den. piestocaulon, Den. poneroides, Den. procerum, Den. rhytidothece, Den. roseoflavidum, Den. subserratum, Den. xanthothece"
Den. Sec. Oxyglossum,Schlechter,"ock-si-GLOS-sum (click on the name to hear it spoken)
Tribe: Epidendreae
Subtribe: Dendrobiinae

Species in the Section Oxyglossum occur in cool to intermediate temperatures at moderate to high altitudes in mist or montane forests with consistently high humidities and very little seasonal variation in rainfall or temperatures. About ten of the species grow in Alpine mountainous zones, including Den. brevicaule and Den. dekockii. Two species, Den. cyanocentrum and Den. masarangense, grow at almost sea level. The species are mostly epiphytic and usually grow on small, horizontal branches of trees in primary forests. At higher altitudes and wetter areas, the plants may be terrestrial or semi-terrestrial, colonizing banks, ditches and road -cuttings or on rocks. The flowers are large in comparison to the plants and are usually very colorful, variable in color, and long-lasting. The flowers are on short inflorescences and are few flowered. The section is closely related to Calyptrochilus and Pedilonum. Plants are small and form clumps or are pendulous. Light levels vary from bright to heavily shaded and all species require strong air movement. Pollination is probably by the honeyeater birds.

Derived from oxy- meaning pointed or sharp and glossa meaning tongue or lip. Refers to the lip structure being pointed.

Culture: There are many species in this section which vary greatly in cultural requirements. Some are cool growers (45-70 Degrees), some are intermediate (55-79 degrees) and two species are warmer growers (65-85 degrees). The data below are only averages. For growing data for specific species, literature, such as Reference 1 & 2, is highly recommended.", ,"The Section has about 30 species, including: Den.brassii, Den. brevicaule, *Den. cyanocentrum, Den. dekockii, Den. habbemense, Den. hellwigianum, Den. juncoideum, Den. lancilabium, *Den. masarangense, Den. nardoides, Den. nebularum, Den. pachythrix, Den. pentapterum, Den. petiolatum, Den. puniceum, Den. putnamii, Den. seranicum, Den. subacaule, Den. subuliferum, Den. sulphureum, Den. undatialatum, Den. vexillarius, *Den. violaceominiatum, Den. violaceum"
Den. Sec. Oxystophyllum,(Blume) Miq.1825,"ox-ee-STO-fil-lum (click on the name to hear it spoken)
Tribe: Epidendreae
Subtribe: Dendrobiinae

Species in the Section Oxystophyllum are generally epiphytic. Plants are from low to high altitudes in rainforests and grow in small clumps. The leaves are pointed, flattened, fleshy and overlap at the base. The Section is closely related to Sections Aporum, Rhopalanthe, and Strongyle. According to the Royal Botanic Gardens Kew Checklist of Monocotyledons, the species in this section have been elevated to the Generic rank, Oxystophyllum. Section Oxystophyllum is considered to be in the Dendrobium Subgenus, Xerobium (Ref. 7), which has stems that are wiry, dry, and very slender Flowers are on short inflorescences, which have only one flower at a time. The flowers are small. A small projection underneath the apex of the lip distinguish them from the other closely related sections.

Derived from oxy meaning pointed, sharp and phyllum meaning leaves. Refers to the plants having pointed leaves.

Plants listed in the genus Oxystophyllum, include: Oxystophyllum acianthum, O. ambotiense, O. araneum, O. atropurpureum, O. bipulvinatum, O. buruense, O. cultratum, O. floridanum, O. helvolum, O. kaudernii, O. lepoense, O. longipecten, O. moluccense, O. nitidiflorum, O. oligadenium, O. sinuatum, O. tumoriferum, *O. atrorubens, *O. concinnum, *O. carnosum, *O. changjianse, *O. cuneatipetalum, *O. deliense, *O. elmeri, **O. excavatum, *O. hypodon, *O. lockhartioides, *O. minutigibbum,* O. paniferum,*O. speculigerum, *O. subsessile, **O. govidjoae, **O. hageruptii, **O. oblongum,**O. torricellianum, ** O. tropidoneuron, **O. validipecten

Culture: There are many species in this section which range from low to relatively high altitudes. The culture in the data below are averages. For growing data for specific species, literature, such as Reference 1 & 2, are highly recommended. (* /** With this section, there appears to be three different temperature requirements for warm, intermediate, and cooler growing groups. See cultural notes below)","According to Laverack, et al, Ref. 1, this Section has about 15 species; however, in the Kew Monocot List (7/2009), there are 36 species listed under the genus Oxystophyllum.","Myanmar to New Guinea, Borneo, Mainland Asia
 "
Den. Sec. Pedilonum,,"ped-i-LONE-um (click on the name to hear it spoken)
Tribe: Epidendreae
Subtribe: Dendrobiinae

Members of this group of dendrobiums make a colorful addition to any orchid collection. The deciduous canes may be upright, lax or pendant and can either be tall or short. Flowers of many species are produced in dense clusters from the nodes of second-year canes while others produce a pendant inflorescence from the apex of the new or previous year's cane. The most attractive feature of this section is the wide range of floral colors, from bright orange to brilliant fuchsia with near-red and near-blue included. The species inhabit a wide range of elevations providing Pedilonum Dendrobiums for every temperature range. Most are primarily spring-blooming, but healthy plants will produce a second flush of flowers either before or after the main bloom. Commonly grown species are the beautiful blue Dendrobium victoria-reginae, bright orange Den. bullenianum (syn. topaziacum), brilliant fuchsia Den. goldschmidtianum (syn.miyakei, watermelon-colored Den. smilliae and the summer-blooming pink Den. bracteosum.",20-30,"New Guinea, Malaysia, Indonesia, Philippines, Thailand. 
 "
Den. Sec. Phalaenanthe,,"PHAL-a-en-ANTH-e (click on the name to hear it spoken)
Tribe: Epidendreae
Subtribe: Dendrobiinae

This relatively small group of sympodial, mostly epiphytic, tropical orchids contains several species of great beauty and horticultural importance. Den. phalaenopsis, the Cooktown Orchid, occurs only in the south-eastern portion of Cape York Peninsula, Queensland, but for many years this name has been erroneously applied to an Indonesian species, now correctly known as Den. striaenopsis. Both Den. phalaenopsis and Den. striaenopsis have been widely cultivated, and in combination with Den. bigibbum, another north Queensland native, have figured prominently in the breeding of ""hardcane"" Dendrobium hybrids, much favoured by orchid growers. In sect. Phalaenanthe, pseudobulbs may be tall (up to 80 cm.) and slender (e.g. Den. bigibbum), or short and stout (e.g. Den. lithicola), with up to 6 apical and subapical leaves. The erect, arching inflorescences arise from nodes near the top of the pseudobulbs, and carry up to a dozen large, showy, pansy-shaped flowers, in tones of white, pink and purple. Because of their popularity in cultivation, populations of these species have been severely depleted in some areas Commonly grown species include Den. bigibbum, Den. lithicola, Den. phalaenopsis, Den. striaenopsis and Den. affine.",About 7,"Northern Australia, New Guinea, Tanimbar Island, Indonesia. "
Den. Sec. Platycaulon,(Schltr.) Brieger,"plat-ee-CAW-lon (click on the name to hear it spoken)
Tribe: Epidendreae
Subtribe: Dendrobiinae

Species in the Section Platycaulon are closely related to Sections Pedilonum and Calcarifera, but are distinguished by broad, very flat stems. Platycaulon is in the Subgenus, Dendrobium, which is distinguished by plants with stems that are fleshy for the whole length. Plants are generally found in lowlands, but may occur up to 1800 meters in Papua New Guinea. Plants are also generally found in areas with year-round rainfall, many in rubber and coconut plantations. The flattened pseudobulbs are erect, becoming pendulous, with leaves in two ranks along most of the stem. Older stems often lose their leaves. Flowers occur from inflorescences on upper leaf axils and are fairly short lived. Flowers are generally cream to white with a three lobed lip and prominent mentum.

Derived from platy meaning broad. Platycaulon means broad-stemmed.Culture: The culture in the data below are averages. For growing data for specific species, literature, such as Reference 1 & 2, are highly recommended.", ,"According to Laverack, et al, this Section has about five species; Kew Monocot List indicates the following six: Den. compressum, Den. discocaulon, Den. lamellatum, Den. lamprocaulon, Den. platygastrium, Den. treubii,

(Baker, Ref. 2, indicates Den. compressum and Den. lamellatum are synonymous)."
Den. Sec. Pleianthe,Schltr,"PLE-an-thee (click on the name to hear it spoken)
Tribe: Epidendreae
Subtribe: Dendrobiinae

According to Laverack, et al, Ref. 1, this Section has only one or two species which grow epiphytically or terrestrially in moderate to high altitudes in primary or secondary rainforests. The Section belongs to the subgenus, Xerobium, which includes plants with stems that are wiry, dry, and always very slender. The Section is closely related to Grastidium, but differs in the structure of the inflorescence. The slender stems are upright with leaves along the length. Inflorescences are short and produce four to ten 3-lobed flowers, which only last a few days.

Culture: The culture in the data below are averages. For growing data for specific species, literature, such as Reference 1 & 2, are highly recommended.",Den. pleianthum and perhaps Den. phragmitoides,"Papua New Guinea to Solomon Islands 
 "
Den. Sec. Rhizobium,,"rye-SO-bee-um (click on the name to hear it spoken)
Tribe: Epidendreae
Subtribe: Dendrobiinae

This section of Dendrobium is considered by some to be a separate genus, Dockrillia (Brieger 1981).

These species are typically epiphytes or lithophytes that grow in bright light and are found in rainforests. This section is related to Section Lichenastrum. The plants are very popular in cultivation in Australia.

Species in this section have thick, fleshy to more or less terete leaves produced along a thin and wiry stem. Most are pendulous epiphytes.

Species in this section include: **Dendrobium teretifolium var. fasiculatum (Dockrillia calamiformis), **Dendrobium cucumerinum (Dockrillia cucumerina) [difficult in cultivation], *-**Dendrobium linguiforme (Dockrillia linguiforme), **-*** Dendrobium pugioniforme (Dockrillia pugioniformis), **-***Dendrobium racemosum (Dockrillia racemosa), *Dendrobium rigidum (Dockrillia rigida), **-***Dendrobium striolatum (Dockrillia striolata), **Dendrobium teretifolium (Dockrillia teretifolia), and *-**Dendrobium wassellii (Dockrillia wassellii).

*Warm. **Intermediate, ***Cool

The cultural guidelines as presented in the table below are general. For specific cultural guidelines, it is recommended you consult Lavarack et al. br>","About 30 species, centered in Australia and New Guinea.","Australia, New Guinea, New Caledonia and Vanuatu - typically at low to moderate elevations.
 "
Den. Sec. Rhopalanthe,Schltr,"ro-pal-AN-thee (click on the name to hear it spoken)
Tribe: Epidendreae
Subtribe: Dendrobiinae

Species in the Section Rhopalanthe are closely related to Aporum. The Section Crumenata Pfitzer is synonymous. Section Rhopalanthe is in the Subgenus Rhopalobium, which has plants with leaves on a sheathing base and pseudobulbs or stems which are fleshy for 1 to 3 internodes only. Species are mostly lowland, below 500 meters. They can grow from coastal regions to higher altitudes sometimes on cultivated trees and coconut plantations. Stems are long and slender above the basal nodes. Plants in this Section are separated from Section Aporum by having a few basal nodes that are swollen, whereas Aporum has wiry, slender and always dry stems. Fleshy overlapping leaves occur along the length of the stems. Many species have aerial growths and form dense, tangled plants. The inflorescences produce single, 3-lobed flowers along the stems which usually last less than a day.

Derivation: The name probably means a rod-like flower from rhopalo (rod-like) and anthos (flower).

Culture: This is a large group with varied growing conditions. The culture in the data below are averages. For growing data for specific species, literature, such as Reference 1 & 2, are highly recommended.

Species in this Section include: Den. aciculare, Den. angulatum, Den. aurantiflammeum, Den. cinnabarinum, Den. clavator, Den. confundens, Den. crumenatum, Den. cuneilabrum, Den. cymbulipes, Den. eboracense, Den. equitans, Den. exile, Den. faciferum, Den. hendersonii, Den. goldfinchii, Den. gracile, Den. junceum, Den. juncifolium, Den. lagarum, Den. inearifolium, Den. linguiforme, Den. litorale, Den. macfarlanei, Den. odoratum, Den. planibulbe, Den. peculiare, Den. plebejum, Den. philippinense, Den. puberilingue, Den. suaveolens, Den. setifolium, Den. tenellum, Den. tetraedre, Den. tricuspe, Den. truncatum, Den. ventricosum", ,About 45 with center of distribution in Borneo (25 species)
Den. Sec. Spatulata  (syn. sect. Ceratobium),,"spat-you-LAY-tah (click on the name to hear it spoken)
Tribe: Epidendreae
Subtribe: Dendrobiinae


A distinctive group of sympodial, mostly epiphytic, tropical orchids within the large and diverse genus Dendrobium, section Spatulata species are characterized by their spirally twisted floral segments and asymmetrical flowers. They are commonly known as “antelope orchids”. The majority are vigorous, robust, tall-growing plants which require warm, tropical conditions, and copious feeding and watering during the growing season. The generally erect inflorescences are produced from nodes on the upper portion of the cane-like pseudobulb, and in some species carry up to 50 flowers.
A number of these species are widely grown in tropical climates as greenhouse and garden plants. They also have a long history in the breeding of “hardcane” Dendrobium hybrids, especially in combination with sect. Phalaenanthe.
Some of the best known species include D. discolor , D. taurinum, D. lasianthera, D. lineale, D. antennatum, D. stratiotes, and the atypical dwarf species, D. canaliculatum.
 ",Around 50 species,"Northern Australia, New Guinea, Pacific islands, Indonesia. Philippines. 
 "
Den. Sec. Stachyobium,Lindl.,"stak-ee-OH-bee-um (click on the name to hear it spoken)
Tribe: Epidendreae
Subtribe: Dendrobiinae

Species in the Section Stachyobium are in the subgenus Dendrobium,which has plants with pseudobulbs or stems that are fleshy for their entire length. Species of this section grow epiphytically at low to moderate altitudes in areas with distinct dry seasons. Species in Section Stachyobium are most closely related to Section Dendrobium. The plants are mostly small and have thin leaves which are often deciduous before the plants flower. The leaves occur along the length of the stems. Inflorescences are usually slender and may be at one or more nodes of the short, thick pseudobulbs with few to many flowers. Pseudobulbs may even be globular in some species and grow close together. The lip is 3-lobed and usually convoluted at the apex. Some species have short fimbriae along the front edge of the lip, like the teeth of a comb . The flower usually has a small mentum.

Derivation: The name is derived from ""stachy"" meaning ""spike"" or ""like ears of corn"" and ""bios"" meaning ""life"". May be named for the short, thick, spike-like pseudobulbs which grow close together.

Culture: This is a large group with varied growing conditions and different elevations. The culture in the data below are averages. For cultural recommendations for specific species, literature, such as Reference 1 & 2, is strongly encouraged.

Species included in this Section are: Den. barbatulum, Den. compactum, Den. cuspidatum, Den. delacourii, Den. denudens, Den. diodon, Den. eriaeflorum, Den. dixonianum, Den. erostelle, Den. eserre, Den. heyneanum, Den. herbaceum, Den. garrettii, Den. gregulus, Den. incurvum, Den. kanburiense, Den. kratense, Den. langbianense, Den. microbulbon, Den. miserum, Den. monticola, Den. mucronatum, Den. nanum, Den. ovatum, Den. panduratum, Den. peguanum, Den. porphyrochilum, Den. proteranthum, Den. pycnostachyum, Den. strongylanthum, Den. stuposum, Den. venustum, Den. wightii", ,About 35; the center of distribution is in Thailand with about 25 species.
Den. Sec. Strongyle,Lindl,"strong-EE-lee (click on the name to hear it spoken)
Tribe: Epidendreae
Subtribe: Dendrobiinae

Species in the Section Strongyle are in the Subgenus Xerobium, which has plants with wiry, dry and slender stems. The section is closely related to Sections Aporum and Rhopalanthe and some taxonomists prefer to keep the species of this section within Section Aporum. ""The group is held together on its vegetative characters, in particular: possession of equitant leaves; lack of any form of thickening of the ensheathed wiry stems; production of persistent, compact, lateral and terminal inflorescences with persistent indeterminate meristematic regions from which are generated single (occasionally multiple) flowers"" (Reference 7). The plants grow in mostly lowland rainforests below 1500 ft. Plants grow in small clumps with slender, erect or pendulous stems. They are leafy throughout the length. Leaves are fleshy and well-spaced on the stem. A couple of species have flattened leaves. The one or two flowers are formed from tufts of small bracts on the leafless, terminal part of the stem. Flowers are small and short-lived.

Culture: The culture in the data below are averages. For cultural recommendations for specific species, literature, such as Reference 1 & 2, is strongly encouraged.", ,"Approx. 20 species. (With confusion between Sec. Aporum and Sec. Rhopalanthe, I have only found 8 species in Sec. Strongyle thus far): Den. acerosum, *Den. kentrophyllum, Den. mindanaense, Den. salaccense, Den. singaporense, Den. sphenochilum, Den. subulatum, Den. uncatum"
Den. Sec. Tetrodon,Kraenzl,"TET-ro-don (click on the name to hear it spoken)
Tribe: Epidendreae
Subtribe: Dendrobiinae

Dendrobium Section Tetrodon was recently moved into generic status by M.A.Clem.& D.L.Jones; however, the Royal Botanic Gardens, Kew Monocot List (Ref. 4.) does not recognize this as a separate genus. Species in this section are closely related to those in Section Inobulbum. The Section is in Subgenus Athecebium, which include plants without leaf sheaths. The plants occur in rainforests at moderate altitudes in areas of strong light, but year-round humidity. Pseudobulbs are short, squat, and flattened with two leaves at the apex. The few to many, medium-sized flowers occur on long racemes or sparsely branched inflorescences. Lips are 3-lobed with a prominent mentum.

Culture: For cultural recommendations, literature, such as Reference 1 & 2, is strongly encouraged.", ,"Two species: Den. oppositifolius, Den. petrophyllum"
Den. Sec. Trachyrhizum,Schltr,"trak-ee-RYE-zum (click on the name to hear it spoken)
Tribe: Epidendreae
Subtribe: Dendrobiinae

Species in the Section Trachyrhizum are in the Subgenus Dendrobium, which has plants that have stems fleshy for the entire length. The plants grow at about 2600-4250 ft. in mountainous areas of year-round moist climates (cloud forests). They are mostly epiphytic. The lip of the flowers are hinged and bilobed at the apex with a spur-like projection. Inflorescences are short with few flowers. The stems are long and slender and swollen with leaves in two ranks on the apical half.

Culture: The species in this section are in varied locations with distinct growing conditions. The culture in the data below are averages. For cultural recommendations for specific species, literature, such as Reference 1 & 2, is strongly encouraged.", ,"Approx. six to nine species. *Den. agrostophyllum, Den. chalmersii, Den. cyrtolobum, Den. finetianum, Den. prostheciglossum, Den. viridiflorum"
Dendrobium,Schwartz 1799,"Den-DRO-bee-um (click on the name to hear it spoken)
Tribe: Epidendreae
Subtribe: Dendrobiinae

The genus Dendrobium was established by Schwartz in 1799 and currently numbers more than 1000 species distributed throughout tropical and subtropical Asia, the islands of the south Pacific and into Australia. The name Dendrobium comes from ancient Greek dendros meaning tree and bios meaning life in reference to the epiphytic nature of this genus.

Growth habit:  The remarkable variation in growth habit and flower form notwithstanding, all species of Dendrobium share the presence of a spur or mentum formed from the fusion of the base of the lateral sepals.

Cultural requirements of this large and complex genus depend on the native habitat of the species in question and the section of the genus to which it belongs. Please refer to the different sections of Dendrobium for cultural information",Over 1000 species,"Tropical and subtropical Asia throughout the islands of the south Pacific Ocean and southward through New Guinea and Australia. 
 "
Dendrochilum,Blume 1825,"den-dro-KYE-lum (click on the name to hear it spoken)
Tribe: Coelogyneae
Subtribe: Coelogyninae


Carl Blume established this genus of sympodial orchids in 1825. The generic epithet is from the Greek dendron = tree and cheilos = lip, referring to the epiphytic habit and, in some species, the conspicuous labellum. Type species for this genus is Dendrochilum aurantiacum. The majority of the species are small-growing plants from elevations over 1,000 metres. The flowers, though small, are usually produced in great profusion. Commonly grown species are Dendrochilum cobbianum, Dendrochilum filiforme and Dendrochilum glumaceum.",The World Checklist of Monocotyledons recognizes 313 accepted names (9/2007).,"Throughout South East Asia, Taiwan and New Guinea. There are three main centers of distribution: Borneo, the Philippines and Sumatra. 
 "
Dendrophylax,Dendrophylax 1864,"den-droe-FYE-lax (click on the name to hear it spoken)
Tribe: Vandeae
Subtribe: Angraecinae

One of those mysterious, leafless orchids, Dendrophylax is closely related to the other leafless, Neotropical orchids, Campylocentrum, and Harrisella (considered by the World Monocot Checklist to be synonymous with Dendrophylax). Recently Polyradicion (syn. Polyrrhiza) has been sunk into synonymy with Dendrophylax, so Florida’s famous Ghost Orchid is now properly called Dendrophylax lindenii. The genus name is derived from the Greek dendron, tree and phylax, guard, most likely in reference to the roots which tightly bind to tree branches. Leafless orchids have evolved densely clustered root masses that not only take in the moisture and nutrients but also contain chlorophyll necessary for photosynthesis. This effectively makes leaves unnecessary. In some leafless orchids, small seedlings do produce rudimentary leaves for short periods and many continue to do so even as adults. In other species, leaves are never observed.

Although not common in hobbyist collections due to (presumed) cultural difficulty, Dendrophylax and the other leafless orchids always create interest. In 2006 a plant of D. lindenii caused quite a stir among the judges at the Florida-Caribbean Judging Center. This beautifully bloomed plant received an 89 point Award of Merit for flower quality.- quite a feat since most orchidists have never seen a leafless orchid in bloom.","The WCSP currently recognizes 12 species. This number includes species formerly classified as Polyrrhiza (Polyradicion), Harrisella, and some Campylocentrum species.(9/2007)","South Florida throughout the Caribbean
 "
Dimerandra,Schlechter 1922,"dye-mer-ANN-druh (click on the name to hear it spoken)
Tribe: Epidendreae
Subtribe: Laeliinae


Solitary, flat, showy flowers atop thin leafy reedlike stems or even atop leafless dry stems typify plants of Dimerandra. This small genus is widespread throughout the New World Tropics. Originally, the first known species was classified as Oncidium marginata by C. F. W. Myers in 1818 but later transferred to Epidendrum by Hooker. Hooker could not conserve the specific name because Ruiz and Pavón had already given that name to another Epidendrum species hence it became E. stenopetalum. In 1922 Schlechter transferred them to Dimerandra. He coined the generic name from three Greek words, di (two), merus (part) and andra (stamen) to describe the two large lobes on the clinandrium (that part of the column where the anther is located). Dimerandra is readily separated from the other members of the tribe by its two vertical parallel wings on the column that extend beyond the apex of the column.

Vegetatively, these sympodial epiphytes form clumps of erect leafy reedlike growths up to 16 inches (40 cm) tall. The leathery linear-oblong leaves are up to 6 inches (15 cm) long and ½ inch (1.25 cm) wide. The leaf bases clasp the stem. The short terminal inflorescence has few flowers with usually one flower open at a time. Ocasionally flowers will develop atop leafless canes encased in brown papery leaf bases. The base color of these 1-1/2 inch (3.5 cm) flowers is light to dark magenta-pink. The flowers have sepals and petals that are much alike in shape and color. The species most often found in cultivation is D. emarginata", ,The World Monocot Checklist currently recognizes 4 species. (8/2007)
Dinema,Lindl. 1826,"dye-NEE-mah (click on the name to hear it spoken)
Tribe: Epidendreae
Subtribe: Laeliinae


Dinema translates as di meaning two and nema meaning thread and refers to the two rather long, slender appendages at the end of the column. The single species is very often encountered in collections labeled an Encyclia or Epidendrum species. Dinema polybulbon is a diminutive plant found in fairly wet forest at higher elevations throughout Mexico, Central America and the islands of the Caribbean. This is the key to its culture.", ,The World Checklist of Monocotyledons recognizes a single species.
Dipteranthus,Barbosa-Rodrigues 1882,"dip-ter-ANN-thus (click on the name to hear it spoken)
Tribe: Maxillarieae
Subtribe: Ornithocephalinae


If space is a problem, then Dipteranthus is the genus to grow. This group of miniature orchids can be grown on small plaques or little twigs where their pendent inflorescences of small colorful flowers can be displayed to advantage. This South American genus is subject to some discussion taxonomically. Some taxonomists view it as consisting of about 12 distinct species while the World Monocot Checklist has reduced them all to synonym with Zygostates. Barbosa-Rodrigues first described the genus in 1881. The generic name was formed by combining two Greek words, dipterous (two-winged insect or fly) and anthos (flower), probably in reference to the knat-like appearance of some of the tiny flowers in this genus. Like many miniature orchids they produce large numbers of flowers and it is easy to see why Barbosa-Rodrigues would compare them to a swarm of knats.

Vegetatively, these sympodial epiphytic plants form tight clusters of miniature pseudobulbs. The individual pseudobulbs may be no more than 0.12 inches (3 to 4 mm) tall. Each has one leaf at the apex and one or more lateral leaves sheathing the pseudobulbs. The individual thick leaves are almost lanceceolate and up to 1-1/2 inches (4 cm) long. The short pendent inflorescences arise from the base of the pseudobulb and bear from a few to many small flowers about ½ inches (1 cm) in diameter in most species. The base flower colors are yellow, green and white.

The tiny flowers of Dipteranthus have three sepals that are alike in shape and color. The petals are often slightly darker in color and broader than the sepals and may have an erose margin. The top half of the petals may be folded back. The small lip, appearing bowl-shaped in face view and more canoe-shaped in side view, has a round tuft of hairs where the callus is normally found. Names in cultivation include 
D. estradae and D. planifolius both now synonyms for Zygostates apiculata.
 ",The World Monocot Checklist considers all the species formerly in this genus to be species of Zygostates. (8/2007),"Venezuela and Colombia south to Brazil and Peru 
 "
Disa,P.J. Bergius 1767,"DYE-sa or DEE-sa (click on the name to hear it spoken)
Tribe: Arethuseae
Subtribe: Bletiinae

In orchid literature there are two pronunciations cited, (DYE-sa) may have come from the Latin, dis, (rich) in an allusion to it's beautiful flowers and (DEE-sah) alluding to the mythical Queen Disa of Sweden who was wrapped in a fishing net: the dorsal sepal of the the type species, D. uniflora, is ""net""-veined.

Disas are terrestrial orchids with tuberous roots and are sympodial. Leaf size varies within the genus, forming rosettes as the base of the plant and the flowering shoot emerges from the center of the rosette. Flower size is variable for the genus, from the ¾"" sized many flowered species, to the fewer flowered species D. uniflora with flowers approximately 4"" or even larger. Colors range from white, yellow, orange, red, pinks, lavender, and the rare blue. The sepals are the largest and showiest part of the flower, and the dorsal sepal is often marked with some sort of pattern consisting of spotting or striping.

Disas exhibit 3 different types of vegetative growth. The most common is the shoot that forms off of the underground tuber. They can also form stolons that are attached to the main plant but form a growth several inches away, or basal growths that occur after flowering around the base of the flowering growth.", ,"The World Checklist of Monocotyledons currently recognizes 171 species and 4 natural hybrids. The plants most amenable to cultivation are D. uniflora, D. tripetaloides, D. cardinalis, D. aurata, D. venosa, D. racemosa, and D. caulescens and hybrids derived from these species. (9/2007)"
